客先№,会社名,TEL,FAX,地区名,〒,住所
30157-00,大禾樹脂,06-6727-8448,06-6727-0081,大阪,577-0835,大阪府東大阪市柏田西２－１０－２５
30158-01,大新機械㈱,06-6229-0858,,大阪,530-0005,大阪府大阪市北区中之島２－３－３３
30159-00,タクマー商事㈱,03-3765-9050,03-3765-9036,東京,143-0016,東京都大田区大森北２－６－１１
30161-00,大新プラスチックス㈱,0744-22-3696,0744-24-5796,奈良,634-0815,奈良県橿原市大谷町１７－１
30162-00,田村樹脂工業,0284-62-1315,0284-62-5979,栃木,326-0141,栃木県足利市小俣町２６２０
30163-00,太陽化成,048-684-0833,048-684-0865,埼玉,337-0024,埼玉県さいたま市見沼区片柳１６１１
30164-00,大電㈱　本社　総務部　購買課,0942-51-2115,0942-51-2215,福岡,830-8511,福岡県久留米市南２丁目１５番１号
30164-01,大電産業㈱上峰事業部,0952-53-3795,0952-53-3895,佐賀,849-0124,佐賀県三養基郡上峰町堤2100-19
30164-02,大電㈱上峰事業所,0952-53-3817,0952-53-3923,佐賀,849-0124,佐賀県三養基郡上峰町堤2100-19
30165-01,(有)田島化成,0742-61-1003,0742-61-6777,奈良,630-8146,奈良県奈良市八条町７９５－１
30167-00,田間合成工業所,059658-3639,0596-58-3041,三重,519-0438,三重県度会郡玉城町原９５２
30167-01,㈱田間合成工業所,0596-58-3639,0596-58-3041,三重,519-0438,三重県度会郡玉城町原１００３
30169-00,高橋製作所,0584-62-7404,0584-61-0017,岐阜,503-0111,岐阜県安八郡安八町西結９１７
30171-00,谷製作所,0790-48-3807,0790-48-3677,兵庫,675-2233,兵庫県加西市両月町２７２－１
30173-00,谷村産業,0554-43-2482,,山梨,402-0053,山梨県都留市上谷６－１－２
30174-00,ダイワ総業,0463-54-2986,,神奈川,254-0001,神奈川県平塚市大島賀美塚９７４
30176-02,ダイヤブロー㈱,0463-55-3413,0463-54-2263,神奈川,254-0017,神奈川県平塚市真土２４８０　三菱樹脂・平塚工場内
30177-00,タイトー,0532-23-0274,,愛知,441-3301,愛知県豊橋市老津町字森崎２３９－２
30178-00,㈱阪神計器製作所　宝塚工場,0797-86-9390,0797-63-6303,兵庫,665-0825,兵庫県宝塚市安倉西３－１－１５
30178-01,㈱阪神計器製作所　本社,0798-67-5347,0798-64-1104,兵庫,663-8105,兵庫県西宮市中島町９-１０
30179-00,大扇産業㈱,0764-73-0336,,富山,930-0401,富山県中新川郡上市町広野新２６９
30180-01,㈱第一製作所　九州工場,093-617-1273,093-618-5221,福岡,807-1262,福岡県北九州市八幡西区野面１２３１番１５
30181-00,大洋化工材㈱,0473-70-8181,,千葉,272-0015,千葉県市川市鬼高３－３２－６
30182-00,大同工業㈱,0466-88-3747,0466-87-1608,神奈川,252-0815,神奈川県藤沢市石川１９２１
30182-01,大同工業㈱　座間工場Ａ棟,046-256-2302,046-256-0051,神奈川,252-0001,神奈川県座間市相模が丘６－３９－５４
30182-02,大同工業㈱　本社工場,046-261-4440,046-264-4235,神奈川,242-0018,神奈川県大和市深見西２－１－１９
30182-03,大同工業㈱　座間工場Ｃ棟,046-252-1151,046-252-1105,神奈川,252-0001,神奈川県座間市相模が丘６－３６－２７
30183-00,エスケイ工業㈱,046-281-1511,,神奈川,243-0306,神奈川県愛甲郡愛川町田代１８８０
30185-00,有限会社橘工業,072-826-9003,072-827-7185,大阪,572-0073,大阪府寝屋川市池田北町１４番２号
30186-00,竹内製作所,0792-46-0392,0792-46-0470,兵庫,672-8016,兵庫県姫路市木場６２７－２
30187-00,田畑メリヤス㈱,0276-38-0302,,群馬,373-0000,群馬県太田市大字高林１６５８－１
30188-00,㈱タカシロ,0792-63-3085,0792-63-2783,兵庫,679-2112,兵庫県姫路市山田町北山田１１４－２
30189-00,高岡化学工業㈱,0745-53-1812,0745-52-1578,奈良,635-0052,奈良県大和高田市奥田４０６
30190-00,㈱アクティブ,058-387-4343,058-387-4344,岐阜,501-6112,岐阜県岐阜市柳津町北塚５－９０
30193-03,オムロン㈱　草津事業所,077-563-2181,077-565-5588,滋賀,525-0035,滋賀県草津市西草津２－２－１
30193-04,オムロン㈱　エンジニアリングセンター,077-565-5453,077-565-5520,滋賀,525-0035,滋賀県草津市西草津２丁目２－１
30193-05,ｵﾑﾛﾝ㈱ｲﾝﾀﾞｽﾄﾘｱﾙｵｰﾄﾒｰｼｮﾝﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ,077-565-5424,077-565-5587,滋賀,525-0035,滋賀県草津市西草津２－２－１
30193-06,ｵﾑﾛﾝ㈱IAB技術統括ｾﾝﾀｰ高度生産ｼｽﾃﾑG,0774-74-2024,,京都,619-0283,京都府相楽郡木津町木津川台９－１
30193-08,オムロン㈱　名古屋事業所,052-561-7171,052-583-1485,愛知,451-0045,愛知県名古屋市西区名駅2-27-8　名古屋ﾌﾟﾗｲﾑｾﾝﾄﾗﾙﾀﾜｰ19F
30193-13,オムロンヘルスケア株式会社 松阪工場,0598-29-2715,,三重,515-8503,三重県松阪市久保町1855-370
30194-01,太陽鉄工㈱　小牧営業所,0568-73-3600,,愛知,485-0075,愛知県小牧市三ッ渕字阿波戸１６８４－１
30197-00,高富化学工業㈱,0581-22-5445,0581-22-5243,岐阜,501-2105,岐阜県山県市高富町高富１８２５
30198-00,大和精工,048-464-7661,048-465-3403,埼玉,351-0012,埼玉県朝霞市栄町１－５－１０
30200-00,日立アプライアンステクノサービス㈱,0294-34-1111,,茨城,316-0004,茨城県日立市東多賀町１－１－１（６Ｆ建屋）
30201-00,大洋精機㈱,0790-44-0465,0790-44-2460,兵庫,675-2434,兵庫県加西市上野町２３５
30202-00,田宮製作所,03-3782-2583,,東京,142-0053,東京都品川区中延２－９－２２
30205-00,大栄産業,0586-44-1734,0586-43-4743,愛知,491-0913,愛知県一宮市中町１－９－１
30206-00,タケヤ化学工業㈱,0729-56-6821,0729-56-6828,大阪,583-0846,大阪府羽曳野市東阪田75
30209-00,タナカ技工㈱,0581-27-0222,0581-27-0223,岐阜,501-2114,岐阜県山県市佐賀２９３番地
30210-00,天昇電気工業㈱　群馬工場＊,0276-26-0151,0276-26-0154,群馬,373-0014,群馬県太田市植木野２７８－１
30211-00,第一商工㈱,0276-26-0151,0276-26-0154,群馬,373-0014,群馬県太田市植木野２７８－１
30211-01,第一商工㈱,06-6202-5021,,大阪,541-0043,大阪府大阪市中央区高麗橋４－２－７　興銀ビル別館
30212-00,滝沢化成製作所,0268-82-6957,0268-82-6891,長野,389-0602,長野県埴科郡坂城町大字中の条山口１５０３－１
30214-00,大東㈱,0277-54-8121,,群馬,376-0011,群馬県桐生市相生町１－２４
30215-00,大同化成工業株式会社,06-6471-7755,06-6472-2152,大阪,555-0011,大阪府大阪市西淀川区竹島４－４－２８
30215-01,大同化成工業㈱　ＬＳＲ工場（南工場）,06-6471-5026,,大阪,555-0011,大阪府大阪市西淀川区竹島４－３－１９
30217-00,ＤＮＰ田村プラスチック㈱　本社工場,0568-77-4166,0568-71-7641,愛知,485-8532,愛知県小牧市小木東３丁目４１番地
30217-02,ＤＮＰ田村プラスチック㈱　萩原工場,0576-54-1306,0576-54-1865,岐阜,509-2511,岐阜県下呂市萩原町宮田１６２８－１
30217-03,ＤＮＰ田村プラスチック㈱　豊橋工場,0532-88-6351,0532-88-6354,愛知,441-1102,愛知県豊橋市石巻西川町字吉祥１番地４０１
30217-04,ＤＮＰ田村プラスチック㈱　磐田工場,0538-35-9647,0538-35-9657,静岡,438-0067,静岡県磐田市草崎７３６
30218-00,太平洋工業㈱,0584-91-1111,0584-92-1804,岐阜,503-0982,岐阜県大垣市久徳町１００番地
30218-01,太平洋工業㈱　東大垣工場,0584-89-0111,0584-89-0112,岐阜,503-0945,岐阜県大垣市浅西４丁目１－１
30218-02,太平洋工業㈱　北大垣工場,0584-27-5111,0584-28-0100,岐阜,503-2301,岐阜県安八郡神戸町横井１３０１
30218-03,太平洋工業㈱,0584-28-0103,,岐阜,503-2397,岐阜県安八郡神戸町
30218-06,太平洋工業㈱　九州工場,09496-6-2200,09496-6-2211,福岡,820-1103,福岡県鞍手郡小竹町勝野千俗１４７９－３
30218-07,太平洋工業㈱　栗原工場,0228-49-1311,0228-49-1312,宮城,989-5312,宮城県栗原市栗駒猿飛来大長根６
30218-09,太平洋工業㈱　若柳工場,0228-35-1150,0228-35-1160,宮城,989-5508,宮城県栗原市若柳武鎗生江沢５０
30218-10,太平洋工業㈱美濃工場,0575-32-2211,0575-32-2213,岐阜,501-3706,岐阜県美濃市須原５５０番地
30218-11,太平洋工業㈱養老工場,0584-35-1111,0584-35-1110,岐阜,503-1382,岐阜県養老郡養老町船附１６１５番地
30219-00,㈱タムロン　生産本部　大鰐工場,0172-47-6713,0172-47-6715,青森,038-0243,青森県南津軽郡大鰐町大字八幡館字前田３１－１
30219-01,㈱タムロン,048-684-5290,048-684-3292,埼玉,337-0015,埼玉県さいたま市見沼区蓮沼１３８５番地
30219-03,㈱タムロン 弘前工場,0172-34-1144,0172-33-2340,青森,036-8254,青森県弘前市清水３－３－２
30219-04,㈱タムロン 浪岡工場,0172-62-9555,0172-62-9302,青森,038-1325,青森県青森市浪岡大字北中野字下嶋田６４ー１
30219-05,㈱タムロン生産技術本部第二開発センター,0172-47-6713,0172-47-6715,青森,038-0243,青森県南津軽郡大鰐大字八幡館字前田３１－１
30220-00,タカオ製作所,0565-80-5622,0565-89-0368,愛知,471-0016,愛知県豊田市千石町５丁目１８番地
30221-00,㈱立和工業,0584-62-7773,0584-62-7773,岐阜,503-0111,岐阜県安八郡安八町西結２０５８
30222-00,㈱大洋プラスチックス工業所,052-603-2861,052-603-2865,愛知,476-0012,愛知県東海市富木島町伏見４－１－８
30222-02,㈱大洋プラスチックス工業所高丘工場,052-603-2863,,愛知,474-0042,愛知県大府市高丘町１丁目７７番地
30223-00,立川商事,0568-84-6566,,愛知,486-0923,愛知県春日井市下条町字坂前５２４
30224-00,タツミ製作所,052-901-8922,,愛知,462-0016,愛知県名古屋市北区西味鋺２丁目７３４番
30225-00,ＤＩＣ化工㈱滋賀工場,0748-72-3711,0748-72-2106,滋賀,520-3233,滋賀県湖南市柑子袋３７３番地
30225-01,大日本インキ化学工業㈱,072-268-3769,,大阪,592-0001,大阪府高石市高砂１－３　ＴＫビル
30225-02,大日本インキ化学工業㈱,0276-77-2251,,群馬,374-0001,群馬県館林市大島町字東部工業団地６０２３
30225-03,大日本インキ化学工業㈱　佐野工場,0283-21-0663,,栃木,327-0004,栃木県佐野市赤坂町９４７
30225-04,大日本インキ化学工業㈱吹田工場,06-6381-9651,06-6381-0774,大阪,564-0011,大阪府吹田市岸部南３－３４－１
30225-05,ＤＩＣエンジニアリング㈱,06-6381-9616,06-6381-4216,大阪,564-0011,大阪府吹田市岸部南３－３４－１　大日本インキ化学工業㈱内
30227-00,高橋合成樹脂工業所,052-651-1463,052-651-2362,愛知,455-0075,愛知県名古屋市港区正徳町１丁目６７－３
30228-00,株式会社大英商会,054-255-3100,054-255-2720,静岡,420-0075,静岡県静岡市葵区五番町６－６
30228-01,㈱大栄商会,046-264-5171,,神奈川,242-0021,神奈川県大和市中央２－３－１９
30229-00,泰東工業㈱,0566-98-2121,0566-98-1514,愛知,446-0001,愛知県安城市里町三郎１－２６
30229-01,泰東工業㈱　東栄工場,0566-98-6622,0566-98-4000,愛知,446-0006,愛知県安城市浜屋町屋敷山３３
30231-00,㈱タナベコウギョウ,045-572-3800,,神奈川,230-0002,神奈川県横浜市鶴見区江ケ崎町６－２８
30232-00,㈱タニタ製作所,0187-63-6210,,秋田,014-0801,秋田県大仙市戸地谷字大和田１７６
30233-00,竹本容器㈱　吉川事業所,0489-81-7551,0489-81-7575,埼玉,342-0043,埼玉県吉川市小松川７５－１
30233-01,竹本容器㈱,0296-33-1114,0296-33-1381,茨城,307-0016,茨城県結城市新堤仲通り２－７（結城第一工業団地内）
30233-02,竹本容器㈱　東海営業所,053-451-3001,053-451-3003,静岡,430-0928,静岡県浜松市中央区板屋町１１０浜松第一生命日通ビル１０Ｆ
30233-03,竹本容器㈱　ジェイ・トム事業所,076-461-3665,076-461-3668,富山,930-0276,富山県中新川郡立山町鉾木２４７－１
30233-04,竹本容器株式会社　岡山事業所,0868-20-1572,0868-36-2711,岡山,708-1312,岡山県勝田郡奈義町柿５０２－３０
30233-05,竹本容器㈱　プラスコ事業所,0167-45-4300,0167-45-4305,北海道,071-0502,北海道空知郡上富良野町１９７３－４２
30235-00,㈱ＡＰＣ,0583-86-8417,0583-86-8419,岐阜,504-0923,岐阜県各務原市前渡西町１０－２７
30236-00,㈱大幸,0262-73-4626,0262-73-4626,長野,387-0022,長野県千曲市大字野高場１７６２－１２
30238-00,泰洋電機㈱,045-543-2611,,神奈川,223-0057,神奈川県横浜市港北区新羽町８７８
30239-00,田中化成,0425-50-3941,,東京,197-0813,東京都あきる野市平沢東１－４－１３
30240-00,タケウチ工業,0266-27-5592,,長野,393-0091,長野県諏訪郡下諏訪町星が丘６９９２－９０
30241-00,高見製作所,0790-42-5448,0790-42-5448,兵庫,675-2303,兵庫県加西市北条町古坂３５０
30242-00,大化株式会社,06-6340-7217,06-6340-7218,大阪,566-0046,大阪府摂津市別府３－１９－３７
30243-00,ダイワ精工㈱,0287-83-2211,0287-84-0107,栃木,321-0602,栃木県那須烏山市大桶９７０
30244-00,ダイコー化学工業㈱　浜松事業所,053-435-3111,053-435-0502,静岡,431-3101,静岡県浜松市中央区豊町３２２６－１
30244-01,ダイコー化学工業㈱　東名工場,0561-76-3850,0561-38-3522,愛知,470-0151,愛知県愛知郡東郷町諸輪字池上23-1
30247-00,泰栄商工㈱,03-3714-4101,,東京,152-8541,東京都目黒区碑文谷３－１８－９
30248-00,㈱大統,0565-34-3530,,愛知,471-0042,愛知県豊田市宮口町３丁目３４－１
30250-00,館野商事㈱,0284-44-1111,0284-44-1119,栃木,326-0004,栃木県足利市樺崎町３３３－１
30251-00,大日本印刷株式会社,03-3266-4080,,東京,162-0062,東京都新宿区市谷加賀町１－１－１
30251-01,大日本印刷㈱　京都工場,075-871-1136,075-882-7114,京都,600-8103,京都府京都市右京区太秦上刑部町１０
30251-01,大日本印刷㈱　京都工場,075-871-1136,075-882-7114,京都,600-8103,京都府京都市右京区太秦上刑部町１０
30251-01,大日本印刷㈱　京都工場,075-871-1131,075-811-4381,京都,600-8103,京都府京都市右京区太秦上刑部町１０
30251-02,㈱ＤＮＰエンジニアリング,0298-47-0697,,茨城,300-2646,茨城県つくば市緑ケ原１－１－３
30251-03,大日本印刷株式会社　包装事業部,072-822-8601,072-822-8607,大阪,572-0823,大阪府寝屋川市下木田町１７―３㈱ＤＮＰテクノパック内
30251-04,大日本印刷㈱　,0298-47-0763,,茨城,300-2646,茨城県つくば市緑ケ原１－１－３
30252-00,太嶋化成工業所,06-6862-5571,06-6862-7593,大阪,561-0805,大阪府豊中市原田南１－１８－２
30253-00,宝塚化成㈱,0797-71-8181,0797-71-8184,兵庫,665-0033,兵庫県宝塚市井孑志４－７－９46157
30254-00,ダストキーパー㈱,0550-87-0700,0550-87-0704,静岡,412-0038,静岡県御殿場市駒門１丁目３０番地
30257-00,石本商店,0745-62-1551,,奈良,639-2243,奈良県御所市東寺田２３
30258-00,ダイヤポリ㈱,0721-93-4441,,大阪,585-0024,大阪府南河内郡河南町大字上河内６００－１15/15
