客先№,客先名,機種名,機種名称,機械№,ＢＯＸ名,客先住所,郵便番号,電話番号
01321-00,石坂樹脂,取出機　　　　　　　　　　　　　　　　,TWS-800FMII-5,T08A-0885,STEC-420K,富山県富山市上二杉３１５,939-2256,0764-68-2522
74009-00,ヨシダ成形,取出機　　　　　　　　　　　　　　　　,SP-450F,9711-33460,STEC-F1,富山県中新川郡上市町広野８９０,930-0412,07647-2-1098
74009-00,ヨシダ成形,取出機　　　　　　　　　　　　　　　　,SP-450F,9711-33461,STEC-F1,富山県中新川郡上市町広野８９０,930-0412,07647-2-1098
51034-00,肥田電器㈱,取出機　　　　　　　　　　　　　　　　,TS-800FE-5,T08D-0011,STEC-330,石川県鹿島郡中能登町春木ラ部５５番地,929-1703,0767-74-1155
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-3781,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-3782,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-3810,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
30018-00,高精㈱,取出機　　　　　　　　　　　　　　　　,CYS-600FB,C60B-0099,STEC-FA1,富山県射水市広上２０００－３１,939-0256,0766-52-7938
14341-00,光道園（光が丘ワークセンター）,取出機　　　　　　　　　　　　　　　　,TS-800FE-4,T08D-0087,STEC-340,福井県丹生郡越前町朝日２２－２－２,916-0146,0778-34-2121
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,CY-600FB,C60B-0104,STEC-FA1,富山県黒部市吉田２００,938-8601,0765-54-8275
14006-00,越野化学産業,リクライニングコンベア　　　　　　　　,RC2000-3,,,石川県羽咋郡宝達志水町河原２－１２０,929-1303,0767-28-3354
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4060,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4061,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4062,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4063,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4064,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4065,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
14341-00,光道園（光が丘ワークセンター）,プールコンベア　　　　　　　　　　　　,PC4000-4,,,福井県丹生郡越前町朝日２２－２－２,916-0146,0778-34-2121
40062-01,三光合成㈱　富山工場,取出機　　　　　　　　　　　　　　　　,TWS-1200FMII-4,T12A-0594,STEC-420K,富山県南砺市土生新１２００,939-1698,0763-52-7110
30677-00,田中化成,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4215,STEC-F1,石川県加賀市西島町井１４９,922-0334,
21016-00,㈱リッチェル　水橋工場,取出機　　　　　　　　　　　　　　　　,TWS-1800FM-5,T18F-0230,STEC-411J,富山県富山市水橋桜木１３６,939-0592,076-478-2955
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4360,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4361,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
04467-00,ネオクス㈱,取出機　　　　　　　　　　　　　　　　,TS-800FMII-5,T08A-1147,STEC-420K,富山県砺波市太郎丸１１０,939-1363,0763-33-1531
41049-01,日機装㈱　金沢製作所,取出機　　　　　　　　　　　　　　　　,TW-800FMII-H,T08A-1148,STEC-420J,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,パレットチェンジャーＭ（特殊）　　　　,ﾊﾟﾚｯﾄﾁｪﾝｼﾞｬｰ ﾄｸｼｭ M-70II,FA-0324,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,空ストック用ＦＡコンベア　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,FA-0335,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,空ストック用ＦＡコンベア　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,空ストック用ＦＡコンベア　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,空ストック用ＦＡコンベア　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,空ストック用ＦＡコンベア　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,空ストック用ＦＡコンベア　　　　　　　,ｺﾝﾍﾞｱﾄｸｼｭ,,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,取出箱詰システム　　　　　　　　　　　,"ﾋﾟｯﾁ,ｶｸﾄﾞ,ｼｭｳｾｲﾕﾆｯﾄ",FA-0336,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
41049-01,日機装㈱　金沢製作所,取出箱詰システム　　　　　　　　　　　,ｽﾀｰﾎﾞｰｲｺｰｽﾍﾝｺｳ,,,石川県金沢市北陽台３丁目１番地,920-0177,0762-57-4181
00339-00,㈱アルテック,取出機　　　　　　　　　　　　　　　　,SP-600F,,STEC-F1,富山県富山市婦中町上井沢４２４－１,939-2614,076-469-3741
51142-00,新神戸プラテックス㈱　石川(21101-02),パレットチェンジャー　Ｉ　　　　　　　,I-70II,SPI-0563,STEC-ACV,石川県能美市中町ソ１００,929-0123,0761-55-1133
14275-00,（有）小泉製作所,取出機　　　　　　　　　　　　　　　　,TS-800FMII-4,T08A-1174,STEC-420J,富山県中新川郡上市町中小泉２２０,930-0316,0764-72-5234
52240-00,藤下プラスチック,取出機　　　　　　　　　　　　　　　　,SPS-600F,RF06-3263,STEC-F2,富山県氷見市窪２０７６,935-0024,0766-91-1993
52240-00,藤下プラスチック,ライトコンベア　　　　　　　　　　　　,LC2000-3,,,富山県氷見市窪２０７６,935-0024,0766-91-1993
50037-00,浜田化成工業,取出機　　　　　　　　　　　　　　　　,SP-600FC,RF06-4376,STEC-F1,石川県七尾市白馬町３２－７７,926-0828,0767-57-2028
30245-00,㈱タカギセイコー　氷見工場(30136-12),取出機　　　　　　　　　　　　　　　　,TS-800FMIII-5,T08G-0009,STEC-450,富山県氷見市鞍川１５００,935-0025,0766-72-6500
30245-00,㈱タカギセイコー　氷見工場(30136-12),取出機　　　　　　　　　　　　　　　　,TS-800FMIII-5,T08G-0010,STEC-450,富山県氷見市鞍川１５００,935-0025,0766-72-6500
20011-00,サカセ化学工業㈱,取出機　　　　　　　　　　　　　　　　,TWS-1500FE-5,T15D-0072,STEC-340,福井県福井市下森田町３－５,910-0147,0776-56-1122
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4422,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
90096-00,YKK㈱　射出ﾌｧｽﾅ-製造部　古御堂工場,取出機　　　　　　　　　　　　　　　　,SP-600F,RF06-4423,STEC-F1,富山県黒部市吉田２００,938-8601,0765-54-8275
21016-00,㈱リッチェル　水橋工場,取出機　　　　　　　　　　　　　　　　,TWS-1800FM-5,T18F-0285,STEC-411J,富山県富山市水橋桜木１３６,939-0592,076-478-2955
64001-00,㈱森合成,取出機　　　　　　　　　　　　　　　　,TS-800FMIII-5,T08G-0082,STEC-450,石川県白山市旭丘１丁目１５番地,924-0004,076-275-0550
40062-01,三光合成㈱　富山工場,取出機　　　　　　　　　　　　　　　　,TWS-800FMIII-5,T08G-0115,STEC-450,富山県南砺市土生新１２００,939-1698,0763-52-7110
61007-02,ミユキ化成㈱,取出機　　　　　　　　　　　　　　　　,TS-800FMIII-4,T08G-0156,STEC-450,富山県射水市戸破針原５３－１４,939-0351,0766-56-9500
61007-02,ミユキ化成㈱,取出機　　　　　　　　　　　　　　　　,TS-800FMIII-4,T08G-0157,STEC-450,富山県射水市戸破針原５３－１４,939-0351,0766-56-9500
61007-02,ミユキ化成㈱,パレットチェンジャーＣ　　　　　　　　,ﾊﾟﾚｯﾄﾁｪﾝｼﾞｬｰ C,SPC-0001,,富山県射水市戸破針原５３－１４,939-0351,0766-56-9500
61007-02,ミユキ化成㈱,パレットチェンジャーＣ　　　　　　　　,ﾊﾟﾚｯﾄﾁｪﾝｼﾞｬｰ C,SPC-0002,,富山県射水市戸破針原５３－１４,939-0351,0766-56-9500
04005-00,押水化学工業㈱,取出機　　　　　　　　　　　　　　　　,TS-800FAII,T08A-1348,STEC-300J,石川県羽咋郡宝達志水町南吉田ほの１０,929-1304,0767-28-2233
41125-01,ヤマハ㈱　管弦打デジタル生産部生産Ｇ,キーオートストッカー白鍵　　　　　　　,ｿｳﾁ,FA-0034,,静岡県磐田市松之木島２０３,438-0192,0539-62-3117
41125-01,ヤマハ㈱　管弦打デジタル生産部生産Ｇ,キーオートストッカー黒鍵　　　　　　　,ｿｳﾁ,FA-0035,,静岡県磐田市松之木島２０３,438-0192,0539-62-3117
14010-00,工業化成㈱　浜北工場,取出機　　　　　　　　　　　　　　　　,TW-1500FE-3,T15D-0018,STEC-330,静岡県浜北市平口５５８４－１９,434-0041,053-585-2626
14010-00,工業化成㈱　浜北工場,取出機　　　　　　　　　　　　　　　　,TW-1500FE-3,T15D-0019,STEC-330,静岡県浜北市平口５５８４－１９,434-0041,053-585-2626
14010-00,工業化成㈱　浜北工場,取出機　　　　　　　　　　　　　　　　,TW-1800FE-3,T18D-0026,STEC-330,静岡県浜北市平口５５８４－１９,434-0041,053-585-2626
14010-00,工業化成㈱　浜北工場,取出機　　　　　　　　　　　　　　　　,TWS-1800FE-5,T18D-0027,STEC-330,静岡県浜北市平口５５８４－１９,434-0041,053-585-2626
34087-00,東レプラスチック精工㈱　岡崎工場,パッキン挿入ロボットシステム　　　　　,ｿｳﾁ,FA-0029,,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
34087-00,東レプラスチック精工㈱　岡崎工場,パレットチェンジャー特殊　　　　　　　,ﾊﾟﾚｯﾄﾁｪﾝｼﾞｬｰI ﾄｸｼｭ,SPI-0428,,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
20711-08,三甲㈱　東海工場,特殊取出機　　　　　　　　　　　　　　,TW-2000FM,T20F-0002,STEC-430,静岡県掛川市梅橋字山脇５,436-0034,0537-22-3511
20711-08,三甲㈱　東海工場,特殊取出機　　　　　　　　　　　　　　,TW-2000FM,T20F-0001,STEC-430,静岡県掛川市梅橋字山脇５,436-0034,0537-22-3511
20711-08,三甲㈱　東海工場,特殊取出機　　　　　　　　　　　　　　,TW-2000FM,T20F-0003,STEC-430,静岡県掛川市梅橋字山脇５,436-0034,0537-22-3511
34087-00,東レプラスチック精工㈱　岡崎工場,取出機　　　　　　　　　　　　　　　　,TW-1200FMII-3,T12A-0175,STEC-420K,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
20710-00,佐野成型(21550-01),取出機　　　　　　　　　　　　　　　　,TS-900FAII,T09A-0073,STEC-300J,静岡県富士宮市猪之頭５２６１,418-0108,0544-52-0905
20710-00,佐野成型(21550-01),プールコンベア　　　　　　　　　　　　,PC4000-5,,,静岡県富士宮市猪之頭５２６１,418-0108,0544-52-0905
00328-01,ﾏｻﾞｰｻﾝｱﾂﾐﾃｯｸ･ｵｰﾄﾓｰﾃｨﾌﾞｼｽﾃﾑ㈱雄踏工場,取出機　　　　　　　　　　　　　　　　,TS-900FE-4,T09D-0022,STEC-330,静岡県浜松市中央区雄踏町宇布見７１１１,431-0192,053-592-7990
00328-01,ﾏｻﾞｰｻﾝｱﾂﾐﾃｯｸ･ｵｰﾄﾓｰﾃｨﾌﾞｼｽﾃﾑ㈱雄踏工場,パレットチェンジャー　Ｉ　　　　　　　,I-70II,SPI-0431,,静岡県浜松市中央区雄踏町宇布見７１１１,431-0192,053-592-7990
32047-00,有限会社土屋工業,取出機　　　　　　　　　　　　　　　　,SP-600FC,9611-31793,STEC-F1,静岡県御殿場市保土沢大石１３０４,412-0046,0550-89-0846
41049-00,日機装㈱　静岡製作所　ﾒﾃﾞｨｶﾙ静岡工場,パレットチェンジャー　Ｅ　　　　　　　,E-70,SPE-1176,,静岡県牧之原市静谷４９８－１,421-0404,0548-22-5801
34087-00,東レプラスチック精工㈱　岡崎工場,製品排出コンベア　　　　　　　　　　　,ｻﾝｷｾｲ,,SM15-1.8(V25-2B)I=1/90,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
34087-00,東レプラスチック精工㈱　岡崎工場,製品排出コンベア　　　　　　　　　　　,ｻﾝｷｾｲ,,SM15-0.8(V25-2B)I=1/90,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
34087-00,東レプラスチック精工㈱　岡崎工場,製品排出コンベア　　　　　　　　　　　,ｻﾝｷｾｲ,,SM15-0.45(V25-2B)I=1/90,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
34087-00,東レプラスチック精工㈱　岡崎工場,製品排出コンベア　　　　　　　　　　　,ｻﾝｷｾｲ,,SM15-1.4(V25-2B)I=1/90,愛知県岡崎市矢作町字出口１（東レ工場内）,444-8522,0564-34-2537
41103-01,日東工業㈱　磐田工場,取出機　　　　　　　　　　　　　　　　,TWS-1800BM,T18B-0264,STEC-400ML,静岡県磐田市下万能９００,438-0818,0538-32-9111
41103-01,日東工業㈱　磐田工場,取出機　　　　　　　　　　　　　　　　,TWS-1000FM-4,T10F-0710,STEC-400MJ,静岡県磐田市下万能９００,438-0818,0538-32-9111
54065-00,㈱ホカテック,取出機　　　　　　　　　　　　　　　　,TS-800FMII-4,T08A-0261,STEC-420J,静岡県静岡市清水区入江南町２－６,424-0832,054-366-0635
41123-00,日棉化学工業㈱　本社,取出機　　　　　　　　　　　　　　　　,TWS-1300FM,T13F-0269,STEC-400ML,静岡県掛川市西之谷１９０１,437-1404,0537-74-2009
72003-01,南京鈴木楽器教具有限公司,取出機　　　　　　　　　　　　　　　　,SP-600F,9612-32169,STEC-F1,中国江蘇省，南京市　江守景，秣陵鎮梭升工業園,,4.19E+12
04116-00,大庭製作所,取出機　　　　　　　　　　　　　　　　,SP-600FC,9701-32082,STEC-F1,静岡県浜松市中央区白羽町７４６－３,430-0846,053-441-2176
34113-00,㈱ＲＯＫＩ,取出機　　　　　　　　　　　　　　　　,TWS-1500FE-5,T15D-0026,STEC-330,静岡県浜松市浜名区中瀬７８００,434-0012,053-588-1368
61011-00,三河精密化工㈱,取出機　　　　　　　　　　　　　　　　,TWS-1000FM-4,T10F-0714,STEC-400MJ,愛知県豊川市小田渕町３丁目７７－２,442-0844,05338-8-6013
30024-00,株式会社　大　東,取出機　　　　　　　　　　　　　　　　,T-600FMII-3,T60A-0027,STEC-420J,静岡県富士市伝法町１－３６２－４,417-0061,0545-52-5735
30024-00,株式会社　大　東,取出機　　　　　　　　　　　　　　　　,TW-800FMII-3,T08A-0290,STEC-420K,静岡県富士市伝法町１－３６２－４,417-0061,0545-52-5735
30024-00,株式会社　大　東,取出機　　　　　　　　　　　　　　　　,T-600FMII-3,T60A-0028,STEC-420J,静岡県富士市伝法町１－３６２－４,417-0061,0545-52-5735
30024-00,株式会社　大　東,取出機　　　　　　　　　　　　　　　　,T-600FMII-3,T60A-0029,STEC-420J,静岡県富士市伝法町１－３６２－４,417-0061,0545-52-5735
52091-00,藤原樹脂,リクライニングコンベア　　　　　　　　,RC3000-3,,,静岡県浜松市浜名区三ケ日町三ケ日８６３,431-1414,053-527-0307
52002-00,コニカミノルタコンポーネンツ㈱　本社,取出機　　　　　　　　　　　　　　　　,TW-650FM-3,T08F-1684,STEC-420J,愛知県豊川市住吉町１丁目１０３番地,442-0819,0533-86-2155
14358-00,コトコ株式会社,取出機　　　　　　　　　　　　　　　　,T-550HM-S,T05HM-0029,STEC-300M,静岡県沼津市足高３３２番地の２１（沼津工業団地内）,410-0001,055-922-4311
